complaint_text,category,urgency
I received a different color and size than what I ordered. Kindly look into it soon.,Wrong Item,medium
Faced an issue: The login page won’t load at all.,Login Trouble,low
This is urgent. I’ve submitted multiple tickets but no one responds. Please resolve this ASAP.,Customer Support,high
"Having trouble because my card was declined without any reason, even though it's active. kindly look into it soon.",Payment Issue,low
"Faced an issue: Every time I reach out, I get a different answer.",Service Issue,high
My account was suspended without any notification. Kindly look into it soon. It's quite frustrating.,Account Issue,high
It seems like this is urgent. my package is marked as shipped but hasn’t arrived for over a week. please resolve this asap.,Delivery Delay,high
This is urgent. I can’t update the app from the store. Please resolve this ASAP.,App Bug,high
They keep closing my ticket without a resolution.,Customer Support,medium
It seems like the screen is cracked right out of the box. i need immediate assistance. it's very urgent.,Product Damage,high
It seems like this is urgent. the representative was rude and unhelpful. please resolve this asap.,Service Issue,high
Having trouble because the system keeps freezing when i try to upload my documents.,Technical Issue,low
My package is marked as shipped but hasn’t arrived for over a week. Kindly look into it soon.,Delivery Delay,low
Faced an issue: This is urgent. My profile details got changed without my knowledge. Please resolve this ASAP.,Account Issue,high
My issue hasn’t been resolved for over a month.,Customer Support,medium
It seems like my issue hasn’t been resolved for over a month. kindly look into it soon.,Customer Support,medium
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent. It's quite frustrating.,Technical Issue,high
Having trouble because my issue hasn’t been resolved for over a month. i need immediate assistance. it's very urgent.,Customer Support,low
The website isn’t responding when I click on certain links.,Technical Issue,high
My profile details got changed without my knowledge. I need immediate assistance. It's very urgent.,Account Issue,low
It seems like the website isn’t responding when i click on certain links. i need immediate assistance. it's very urgent.,Technical Issue,low
It looks like the product was previously used. Kindly look into it soon.,Product Damage,high
Push notifications are fails to function properly. I need immediate assistance. It's very urgent.,App Bug,medium
This is urgent. I requested a refund but haven't received it yet. Please resolve this ASAP.,Payment Issue,low
I reset my password but still can’t access my account. I need immediate assistance. It's very urgent.,Login Trouble,medium
This is urgent. There are scratches and dents all over the product. Please resolve this ASAP. It's quite frustrating.,Product Damage,high
This is urgent. I was charged twice for the same transaction. Please resolve this ASAP.,Payment Issue,high
It seems like this is urgent. the box contained something completely unrelated. please resolve this asap.,Wrong Item,high
It seems like my issue hasn’t been resolved for over a month.,Customer Support,low
It seems like i can’t update the app from the store. kindly look into it soon.,App Bug,high
Faced an issue: Push notifications are not working properly. Kindly look into it soon.,App Bug,medium
"Having trouble because this is urgent. my order slip is correct, but the item is wrong. please resolve this asap.",Wrong Item,high
I'm facing constant glitches while navigating the dashboard. Kindly look into it soon.,Technical Issue,low
Having trouble because this is urgent. i can’t update the app from the store. please resolve this asap.,App Bug,high
The app layout is broken on my phone. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,high
This is urgent. They keep closing my ticket without a resolution. Please resolve this ASAP.,Customer Support,high
My payment was deducted but the order didn’t go through. Kindly look into it soon.,Payment Issue,low
Technical support hasn’t resolved my issue after multiple attempts.,Technical Issue,medium
It seems like the app layout is broken on my phone. kindly look into it soon.,App Bug,medium
"Faced an issue: Every time I reach out, I get a different answer. Kindly look into it soon.",Service Issue,medium
The app layout is broken on my phone. Kindly look into it soon.,App Bug,high
It seems like i had to wait for 40 minutes to talk to someone.,Service Issue,medium
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent.,Delivery Delay,medium
This is urgent. The screen is cracked right out of the box. Please resolve this ASAP.,Product Damage,low
This is urgent. My account was suspended without any notification. Please resolve this ASAP. It's quite frustrating.,Account Issue,medium
It seems like the representative was rude and unhelpful. i need immediate assistance. it's very urgent.,Service Issue,medium
It seems like i’m unable to update my email or phone number. i need immediate assistance. it's very urgent.,Account Issue,low
I keep getting logged out every few minutes. It's quite frustrating.,Login Trouble,medium
This is urgent. My issue hasn’t been resolved for over a month. Please resolve this ASAP.,Customer Support,high
I received a different color and size than what I ordered. It's quite frustrating.,Wrong Item,low
Faced an issue: My profile details got changed without my knowledge.,Account Issue,high
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent.,Delivery Delay,medium
The app closes automatically after I open it. It's quite frustrating.,App Bug,low
Faced an issue: This is urgent. This is not the product I paid for. Please resolve this ASAP.,Wrong Item,low
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent.,Technical Issue,low
Having trouble because i can’t update the app from the store. i need immediate assistance. it's very urgent.,App Bug,high
It seems like the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,medium
This is urgent. I was charged twice for the same transaction. Please resolve this ASAP.,Payment Issue,low
Having trouble because there’s no tracking update for my order. i need immediate assistance. it's very urgent.,Delivery Delay,low
It seems like the delivery was promised within 3 days but it's been over a week.,Delivery Delay,medium
Faced an issue: There’s no tracking update for my order. I need immediate assistance. It's very urgent.,Delivery Delay,high
The webwebsite isn’t responding when I click on certain links. I need immediate assistance. It's very urgent.,Technical Issue,high
No one seems to take ownership of my complaint.,Customer Support,low
It seems like there are unauthorized activities showing up in my account. i need immediate assistance. it's very urgent.,Account Issue,medium
Faced an issue: This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP.,Login Trouble,high
Push notifications are not working properly. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,high
I'm facing constant glitches while navigating the dashboard. I need immediate assistance. It's very urgent.,Technical Issue,medium
The payment gateway shows an error every time I try to pay. I need immediate assistance. It's very urgent.,Payment Issue,high
Having trouble because my profile details got changed without my knowledge.,Account Issue,low
It seems like the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,high
The delivery was promised within 3 days but it's been over a week. Kindly look into it soon.,Delivery Delay,medium
The item arrived broken and unusable. It's quite frustrating.,Product Damage,low
Having trouble because the payment gateway shows an error every time i try to pay.,Payment Issue,low
"Every time I reach out, I get a different answer. Kindly look into it soon. It's quite frustrating.",Service Issue,low
It says my account doesn't exist when I try to log in. I need immediate assistance. It's very urgent.,Login Trouble,medium
The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,high
Having trouble because the screen is cracked right out of the box.,Product Damage,high
I waited the whole day but the delivery never happened. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,low
Having trouble because i can’t update the app from the store.,App Bug,high
It seems like i can’t access my account despite entering the correct password. kindly look into it soon.,Account Issue,low
It seems like i requested a refund but haven't received it yet. kindly look into it soon.,Payment Issue,low
It says my account doesn't exist when I try to log in. I need immediate assistance. It's very urgent. It's quite frustrating.,Login Trouble,low
Having trouble because the item is stuck in transit and no one is helping. i need immediate assistance. it's very urgent.,Delivery Delay,medium
This is urgent. I waited the whole day but the delivery never happened. Please resolve this ASAP.,Delivery Delay,high
No one seems to take ownership of my complaint. Kindly look into it soon.,Customer Support,high
Faced an issue: This is urgent. It says my account doesn't exist when I try to log in. Please resolve this ASAP.,Login Trouble,low
Faced an issue: No one seems to take ownership of my complaint. Kindly look into it soon.,Customer Support,medium
Technical support hasn’t resolved my issue after multiple attempts. Kindly look into it soon. It's quite frustrating.,Technical Issue,medium
I was charged twice for the same transaction. Kindly look into it soon.,Payment Issue,medium
I had to wait for 40 minutes to talk to someone. I need immediate assistance. It's very urgent.,Service Issue,high
This is urgent. The item arrived broken and unusable. Please resolve this ASAP.,Product Damage,high
It seems like i’m unable to update my email or phone number. i need immediate assistance. it's very urgent.,Account Issue,medium
Having trouble because the box contained something completely unrelated. i need immediate assistance. it's very urgent.,Wrong Item,medium
Having trouble because no one seems to take ownership of my complaint. i need immediate assistance. it's very urgent.,Customer Support,high
Faced an issue: I keep getting logged out every few minutes. I need immediate assistance. It's very urgent.,Login Trouble,low
Faced an issue: The item arrived broken and unusable.,Product Damage,low
Faced an issue: This is urgent. My profile details got changed without my knowledge. Please resolve this ASAP.,Account Issue,medium
It seems like my payment was deducted but the order didn’t go through. i need immediate assistance. it's very urgent.,Payment Issue,low
The representative was rude and unhelpful. I need immediate assistance. It's very urgent.,Service Issue,high
The item arrived broken and unusable.,Product Damage,low
I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent.,Account Issue,medium
The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,low
I keep getting logged out every few minutes.,Login Trouble,low
"It seems like instead of a phone, i got a pair of headphones. i need immediate assistance. it's very urgent.",Wrong Item,medium
This is urgent. The representative was rude and unhelpful. Please resolve this ASAP.,Service Issue,medium
The app layout is broken on my phone. Kindly look into it soon.,App Bug,medium
It seems like the resolution time is way too long for such a basic issue. i need immediate assistance. it's very urgent.,Service Issue,medium
It looks like the product was previously used.,Product Damage,medium
It seems like i waited the whole day but the delivery never happened. i need immediate assistance. it's very urgent.,Delivery Delay,high
Having trouble because i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,medium
This is urgent. There’s no tracking update for my order. Please resolve this ASAP.,Delivery Delay,high
It seems like i waited the whole day but the delivery never happened. kindly look into it soon.,Delivery Delay,medium
"It seems like this is urgent. my card was declined without any reason, even though it's active. please resolve this asap.",Payment Issue,medium
They keep closing my ticket without a resolution. Kindly look into it soon.,Customer Support,low
I’m unable to update my email or phone number. It's quite frustrating.,Account Issue,high
I waited the whole day but the delivery never happlicationened.,Delivery Delay,high
The payment gateway shows an error every time I try to pay. I need immediate assistance. It's very urgent.,Payment Issue,high
It seems like it looks like the product was previously used.,Product Damage,medium
"Every time I open the app, it stops working unexpectedly. Kindly look into it soon.",Technical Issue,medium
This is urgent. The support team gave me incorrect information. Please resolve this ASAP.,Service Issue,high
It seems like no one seems to take ownership of my complaint. i need immediate assistance. it's very urgent.,Customer Support,medium
Faced an issue: I can’t access my account despite entering the correct password.,Account Issue,high
It seems like the login page won’t load at all. i need immediate assistance. it's very urgent.,Login Trouble,high
It seems like this is urgent. this is not the product i paid for. please resolve this asap.,Wrong Item,high
It seems like the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,medium
Having trouble because the login page won’t load at all.,Login Trouble,medium
The system keeps freezing when I try to upload my documents. Kindly look into it soon. It's quite frustrating.,Technical Issue,high
Faced an issue: The app closes automatically after I open it.,App Bug,low
This is urgent. The representative was rude and unhelpful. Please resolve this ASAP. It's quite frustrating.,Service Issue,high
The website isn’t responding when I click on certain links. It's quite frustrating.,Technical Issue,low
This is urgent. They keep closing my ticket without a resolution. Please resolve this ASAP.,Customer Support,low
"Faced an issue: My card was declined without any reason, even though it's active. I need immediate assistance. It's very urgent.",Payment Issue,high
I'm facing constant glitches while navigating the dashboard.,Technical Issue,medium
My issue hasn’t been resolved for over a month. Kindly look into it soon.,Customer Support,high
I received a different color and size than what I ordered. Kindly look into it soon. It's quite frustrating.,Wrong Item,medium
Having trouble because this is urgent. the resolution time is way too long for such a basic issue. please resolve this asap.,Service Issue,low
It seems like this is urgent. i had to wait for 40 minutes to talk to someone. please resolve this asap.,Service Issue,high
"It seems like every time i reach out, i get a different answer.",Service Issue,low
Faced an issue: This is urgent. Some buttons don’t respond when tapped. Please resolve this ASAP.,App Bug,low
I reset my password but still can’t access my account. It's quite frustrating.,Login Trouble,low
It seems like they keep closing my ticket without a resolution.,Customer Support,low
There are scratches and dents all over the product. It's quite frustrating.,Product Damage,high
It seems like i can’t update the app from the store. i need immediate assistance. it's very urgent.,App Bug,low
Faced an issue: The login page won’t load at all. I need immediate assistance. It's very urgent.,Login Trouble,low
Faced an issue: I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent.,Account Issue,medium
I can’t update the app from the store. Kindly look into it soon. It's quite frustrating.,App Bug,low
The resolution time is way too long for such a basic issue. I need immediate assistance. It's very urgent.,Service Issue,low
This is urgent. My two-factor authentication code never arrives. Please resolve this ASAP. It's quite frustrating.,Login Trouble,medium
Faced an issue: This is urgent. I was charged twice for the same transaction. Please resolve this ASAP.,Payment Issue,high
"My order slip is correct, but the item is wrong. I need immediate assistance. It's very urgent.",Wrong Item,low
The payment gateway shows an error every time I try to pay. Kindly look into it soon.,Payment Issue,medium
Faced an issue: This is urgent. The resolution time is way too long for such a basic issue. Please resolve this ASAP.,Service Issue,low
It seems like no one seems to take ownership of my complaint. kindly look into it soon.,Customer Support,low
Having trouble because this is urgent. the resolution time is way too long for such a basic issue. please resolve this asap.,Service Issue,high
Faced an issue: I’ve submitted multiple tickets but no one responds. Kindly look into it soon.,Customer Support,medium
It says my account doesn't exist when I try to log in. I need immediate assistance. It's very urgent.,Login Trouble,high
"It seems like every time i reach out, i get a different answer. kindly look into it soon.",Service Issue,low
It seems like my account was suspended without any notification. i need immediate assistance. it's very urgent.,Account Issue,high
I requested a refund but haven't received it yet. Kindly look into it soon. It's quite frustrating.,Payment Issue,high
Having trouble because i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,low
"My card was declined without any reason, even though it's active. I need immediate assistance. It's very urgent. It's quite frustrating.",Payment Issue,high
I'm facing constant glitches while navigating the dashboard. I need immediate assistance. It's very urgent.,Technical Issue,high
The app closes automatically after I open it. Kindly look into it soon.,App Bug,low
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,low
My profile details got changed without my knowledge.,Account Issue,low
Having trouble because this is urgent. my two-factor authentication code never arrives. please resolve this asap.,Login Trouble,low
Faced an issue: I had to wait for 40 minutes to talk to someone.,Service Issue,low
"It seems like this is urgent. every time i open the app, it crashes unexpectedly. please resolve this asap.",Technical Issue,low
Having trouble because i received a different color and size than what i ordered. kindly look into it soon.,Wrong Item,high
The system keeps freezing when I try to upload my documents.,Technical Issue,low
The application closes automatically after I open it.,App Bug,low
It seems like the representative was rude and unhelpful. i need immediate assistance. it's very urgent.,Service Issue,medium
I can’t access my account despite entering the correct password. Kindly look into it soon.,Account Issue,high
Technical support hasn’t resolved my issue after multiple attempts. I need immediate assistance. It's very urgent.,Technical Issue,low
Faced an issue: There are scratches and dents all over the product.,Product Damage,high
This is urgent. Push notifications are not working properly. Please resolve this ASAP. It's quite frustrating.,App Bug,high
Faced an issue: This is urgent. My profile details got changed without my knowledge. Please resolve this ASAP.,Account Issue,high
It seems like this is urgent. i reset my password but still can’t access my account. please resolve this asap.,Login Trouble,medium
Having trouble because this is urgent. there are scratches and dents all over the product. please resolve this asap.,Product Damage,low
This is urgent. There are scratches and dents all over the product. Please resolve this ASAP.,Product Damage,high
Having trouble because this is urgent. it says my account doesn't exist when i try to log in. please resolve this asap.,Login Trouble,high
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent.,Delivery Delay,low
It seems like the resolution time is way too long for such a basic issue. i need immediate assistance. it's very urgent.,Service Issue,low
Having trouble because my package is marked as shipped but hasn’t arrived for over a week.,Delivery Delay,high
The app layout is broken on my phone. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,high
Having trouble because the system keeps freezing when i try to upload my documents. i need immediate assistance. it's very urgent.,Technical Issue,low
There’s no tracking update for my order. I need immediate assistance. It's very urgent.,Delivery Delay,low
It seems like my profile details got changed without my knowledge. i need immediate assistance. it's very urgent.,Account Issue,medium
Having trouble because this is urgent. i waited the whole day but the delivery never happened. please resolve this asap.,Delivery Delay,high
It seems like they keep closing my ticket without a resolution. kindly look into it soon.,Customer Support,low
"Having trouble because this is urgent. every time i reach out, i get a different answer. please resolve this asap.",Service Issue,medium
Having trouble because there are scratches and dents all over the product. kindly look into it soon.,Product Damage,low
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent.,Technical Issue,medium
"This is urgent. My card was declined without any reason, even though it's active. Please resolve this ASAP.",Payment Issue,medium
Customer service keeps transferring my call. Kindly look into it soon.,Customer Support,high
My two-factor authentication code never arrives. Kindly look into it soon.,Login Trouble,high
Faced an issue: No one seems to take ownership of my complaint. I need immediate assistance. It's very urgent.,Customer Support,medium
This is urgent. Customer service keeps transferring my call. Please resolve this ASAP.,Customer Support,low
I reset my password but still can’t access my account. I need immediate assistance. It's very urgent.,Login Trouble,high
Faced an issue: I’ve submitted multiple tickets but no one responds.,Customer Support,low
This is urgent. The website isn’t responding when I click on certain links. Please resolve this ASAP.,Technical Issue,high
Faced an issue: The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent.,Technical Issue,medium
It seems like this is urgent. this is not the product i paid for. please resolve this asap.,Wrong Item,low
Having trouble because they keep closing my ticket without a resolution. kindly look into it soon.,Customer Support,medium
Faced an issue: I can’t update the app from the store. Kindly look into it soon.,App Bug,medium
It seems like my package is marked as shipped but hasn’t arrived for over a week. i need immediate assistance. it's very urgent.,Delivery Delay,low
This is urgent. I requested a refund but haven't received it yet. Please resolve this ASAP.,Payment Issue,medium
This is urgent. My account was suspended without any notification. Please resolve this ASAP. It's quite frustrating.,Account Issue,high
Having trouble because technical support hasn’t resolved my issue after multiple attempts.,Technical Issue,high
My payment was deducted but the order didn’t go through. Kindly look into it soon.,Payment Issue,high
The representative was rude and unhelpful.,Service Issue,low
Customer service keeps transferring my call. Kindly look into it soon.,Customer Support,medium
"It seems like my order slip is correct, but the item is wrong.",Wrong Item,medium
I was charged twice for the same transaction. Kindly look into it soon.,Payment Issue,high
The delivery was promised within 3 days but it's been over a week. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,low
It seems like this is urgent. i waited the whole day but the delivery never happened. please resolve this asap.,Delivery Delay,medium
The support team gave me incorrect information. I need immediate assistance. It's very urgent.,Service Issue,medium
The item is stuck in transit and no one is helping. It's quite frustrating.,Delivery Delay,high
I’ve submitted multiple tickets but no one responds. Kindly look into it soon.,Customer Support,high
My payment was deducted but the order didn’t go through.,Payment Issue,medium
Having trouble because i was charged twice for the same transaction. i need immediate assistance. it's very urgent.,Payment Issue,low
This is urgent. I was charged twice for the same transaction. Please resolve this ASAP.,Payment Issue,medium
My issue hasn’t been resolved for over a month. Kindly look into it soon.,Customer Support,low
Faced an issue: This is urgent. The item is stuck in transit and no one is helping. Please resolve this ASAP.,Delivery Delay,high
I reset my password but still can’t access my account. I need immediate assistance. It's very urgent.,Login Trouble,low
This is urgent. My two-factor authentication code never arrives. Please resolve this ASAP. It's quite frustrating.,Login Trouble,medium
I'm facing constant glitches while navigating the dashboard.,Technical Issue,low
Having trouble because this is urgent. the website isn’t responding when i click on certain links. please resolve this asap.,Technical Issue,medium
I reset my password but still can’t access my account. I need immediate assistance. It's very urgent.,Login Trouble,low
This is urgent. I requested a refund but haven't received it yet. Please resolve this ASAP.,Payment Issue,high
Faced an issue: There are unauthorized activities showing up in my account.,Account Issue,low
Faced an issue: Push notifications are not working properly. I need immediate assistance. It's very urgent.,App Bug,high
Having trouble because it looks like the product was previously used. i need immediate assistance. it's very urgent.,Product Damage,high
"Every time I reach out, I get a different answer. I need immediate assistance. It's very urgent.",Service Issue,low
"My order slip is correct, but the item is wrong. Kindly look into it soon.",Wrong Item,high
Faced an issue: This is urgent. I keep getting logged out every few minutes. Please resolve this ASAP.,Login Trouble,low
The website isn’t responding when I click on certain links. I need immediate assistance. It's very urgent. It's quite frustrating.,Technical Issue,low
I can’t update the application from the store.,App Bug,low
Faced an issue: My payment was deducted but the order didn’t go through. Kindly look into it soon.,Payment Issue,medium
My profile details got changed without my knowledge. Kindly look into it soon. It's quite frustrating.,Account Issue,low
Having trouble because this is urgent. i’m unable to update my email or phone number. please resolve this asap.,Account Issue,high
Faced an issue: The representative was rude and unhelpful.,Service Issue,medium
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent.,Technical Issue,high
Faced an issue: This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP.,Login Trouble,high
Having trouble because the website isn’t responding when i click on certain links. kindly look into it soon.,Technical Issue,medium
The screen is cracked right out of the box. I need immediate assistance. It's very urgent.,Product Damage,low
"Having trouble because instead of a phone, i got a pair of headphones. kindly look into it soon.",Wrong Item,high
I can’t access my account despite entering the correct password.,Account Issue,high
My profile details got changed without my knowledge. I need immediate assistance. It's very urgent.,Account Issue,medium
Push notifications are not working properly. Kindly look into it soon. It's quite frustrating.,App Bug,high
My payment was deducted but the order didn’t go through. I need immediate assistance. It's very urgent.,Payment Issue,medium
They keep closing my ticket without a resolution.,Customer Support,low
Faced an issue: My package is marked as shipped but hasn’t arrived for over a week. Kindly look into it soon.,Delivery Delay,high
"Every time I open the app, it crashes unexpectedly. It's quite frustrating.",Technical Issue,low
My account was suspended without any notification. Kindly look into it soon.,Account Issue,medium
This is urgent. They keep closing my ticket without a resolution. Please resolve this ASAP.,Customer Support,medium
My payment was deducted but the order didn’t go through. It's quite frustrating.,Payment Issue,medium
It seems like customer service keeps transferring my call.,Customer Support,low
I received a different color and size than what I ordered. I need immediate assistance. It's very urgent. It's quite frustrating.,Wrong Item,high
"Faced an issue: My card was declined without any reason, even though it's active.",Payment Issue,medium
I can’t access my account despite entering the correct password. Kindly look into it soon. It's quite frustrating.,Account Issue,medium
It seems like no one seems to take ownership of my complaint. kindly look into it soon.,Customer Support,high
This is not the product I paid for. Kindly look into it soon.,Wrong Item,low
There are scratches and dents all over the product.,Product Damage,high
It seems like there are unauthorized activities showing up in my account. kindly look into it soon.,Account Issue,low
The representative was rude and unhelpful. Kindly look into it soon.,Service Issue,medium
My profile details got changed without my knowledge.,Account Issue,high
I was charged twice for the same transaction. It's quite frustrating.,Payment Issue,medium
It seems like no one seems to take ownership of my complaint.,Customer Support,medium
I received a different color and size than what I ordered.,Wrong Item,medium
Having trouble because the item arrived broken and unusable. i need immediate assistance. it's very urgent.,Product Damage,low
This is urgent. I was charged twice for the same transaction. Please resolve this ASAP. It's quite frustrating.,Payment Issue,high
It seems like i requested a refund but haven't received it yet. i need immediate assistance. it's very urgent.,Payment Issue,high
My package is marked as shipped but hasn’t arrived for over a week. It's quite frustrating.,Delivery Delay,high
This is urgent. The webwebsite isn’t responding when I click on certain links. Please resolve this ASAP.,Technical Issue,medium
It seems like i had to wait for 40 minutes to talk to someone.,Service Issue,high
Having trouble because the representative was rude and unhelpful. i need immediate assistance. it's very urgent.,Service Issue,medium
I had to wait for 40 minutes to talk to someone. Kindly look into it soon.,Service Issue,low
It seems like this is urgent. my package is marked as shipped but hasn’t arrived for over a week. please resolve this asap.,Delivery Delay,medium
"Faced an issue: This is urgent. My order slip is correct, but the item is wrong. Please resolve this ASAP.",Wrong Item,high
The resolution time is way too long for such a basic issue. Kindly look into it soon.,Service Issue,medium
It seems like i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,high
I can’t update the app from the store. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,medium
I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent.,Account Issue,high
"My order slip is correct, but the item is wrong.",Wrong Item,medium
"Having trouble because this is urgent. every time i open the app, it crashes unexpectedly. please resolve this asap.",Technical Issue,high
Faced an issue: My account was suspended without any notification. Kindly look into it soon.,Account Issue,low
Having trouble because the resolution time is way too long for such a basic issue. i need immediate assistance. it's very urgent.,Service Issue,medium
The box contained something completely unrelated. I need immediate assistance. It's very urgent.,Wrong Item,low
The packaging was torn and the contents were damaged. I need immediate assistance. It's very urgent.,Product Damage,medium
This is urgent. Technical support hasn’t resolved my issue after multiple attempts. Please resolve this ASAP.,Technical Issue,medium
This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP. It's quite frustrating.,Login Trouble,medium
Faced an issue: They keep closing my ticket without a resolution.,Customer Support,low
My profile details got changed without my knowledge. Kindly look into it soon. It's quite frustrating.,Account Issue,medium
The payment gateway shows an error every time I try to pay. I need immediate assistance. It's very urgent. It's quite frustrating.,Payment Issue,medium
It seems like they keep closing my ticket without a resolution. i need immediate assistance. it's very urgent.,Customer Support,low
This is urgent. The support team gave me incorrect information. Please resolve this ASAP. It's quite frustrating.,Service Issue,low
Having trouble because this is urgent. the representative was rude and unhelpful. please resolve this asap.,Service Issue,medium
They keep closing my ticket without a resolution.,Customer Support,low
Faced an issue: I’ve submitted multiple tickets but no one responds. Kindly look into it soon.,Customer Support,high
"Faced an issue: My card was declined without any reason, even though it's active. Kindly look into it soon.",Payment Issue,high
It seems like this is urgent. i waited the whole day but the delivery never happened. please resolve this asap.,Delivery Delay,low
Faced an issue: I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,high
This is urgent. No one seems to take ownership of my complaint. Please resolve this ASAP.,Customer Support,high
Faced an issue: I'm facing constant glitches while navigating the dashboard.,Technical Issue,medium
The application closes automatically after I open it. I need immediate assistance. It's very urgent.,App Bug,low
The app layout is broken on my phone.,App Bug,medium
It seems like the packaging was torn and the contents were damaged. kindly look into it soon.,Product Damage,high
Having trouble because the delivery was promised within 3 days but it's been over a week. kindly look into it soon.,Delivery Delay,medium
Faced an issue: This is urgent. My profile details got changed without my knowledge. Please resolve this ASAP.,Account Issue,high
It seems like my issue hasn’t been resolved for over a month. i need immediate assistance. it's very urgent.,Customer Support,high
Having trouble because the representative was rude and unhelpful. kindly look into it soon.,Service Issue,low
Push notifications are not working properly. I need immediate assistance. It's very urgent. It's quite frustrating.,App Bug,low
It seems like i’m unable to update my email or phone number.,Account Issue,high
The website isn’t responding when I click on certain links. It's quite frustrating.,Technical Issue,medium
The website isn’t responding when I click on certain links.,Technical Issue,high
The packaging was torn and the contents were damaged. Kindly look into it soon. It's quite frustrating.,Product Damage,medium
The packaging was torn and the contents were damaged. It's quite frustrating.,Product Damage,medium
Having trouble because i received a different color and size than what i ordered. i need immediate assistance. it's very urgent.,Wrong Item,high
It seems like my profile details got changed without my knowledge.,Account Issue,medium
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,medium
I was charged twice for the same transaction.,Payment Issue,medium
My two-factor authentication code never arrives.,Login Trouble,high
"This is urgent. My order slip is correct, but the item is wrong. Please resolve this ASAP.",Wrong Item,high
"Faced an issue: Every time I open the app, it crashes unexpectedly. I need immediate assistance. It's very urgent.",Technical Issue,low
It seems like my profile details got changed without my knowledge. i need immediate assistance. it's very urgent.,Account Issue,low
Having trouble because i'm facing constant glitches while navigating the dashboard. i need immediate assistance. it's very urgent.,Technical Issue,high
I can’t update the app from the store. Kindly look into it soon.,App Bug,medium
Faced an issue: Customer service keeps transferring my call.,Customer Support,medium
This is urgent. I requested a refund but haven't received it yet. Please resolve this ASAP.,Payment Issue,low
My account was suspended without any notification.,Account Issue,low
My issue hasn’t been resolved for over a month. It's quite frustrating.,Customer Support,low
It looks like the product was previously used.,Product Damage,medium
Faced an issue: This is urgent. My profile details got changed without my knowledge. Please resolve this ASAP.,Account Issue,high
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent.,Login Trouble,high
The resolution time is way too long for such a basic issue. I need immediate assistance. It's very urgent.,Service Issue,low
I was charged twice for the same transaction. I need immediate assistance. It's very urgent. It's quite frustrating.,Payment Issue,low
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent.,Delivery Delay,low
"My order slip is correct, but the item is wrong. Kindly look into it soon.",Wrong Item,low
Having trouble because this is urgent. my payment was deducted but the order didn’t go through. please resolve this asap.,Payment Issue,medium
I waited the whole day but the delivery never happlicationened. I need immediate assistance. It's very urgent.,Delivery Delay,high
Faced an issue: This is not the product I paid for.,Wrong Item,medium
Faced an issue: This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP.,Login Trouble,high
This is urgent. The app layout is broken on my phone. Please resolve this ASAP.,App Bug,low
It looks like the product was previously used. Kindly look into it soon. It's quite frustrating.,Product Damage,high
The box contained something completely unrelated.,Wrong Item,low
It says my account doesn't exist when I try to log in. It's quite frustrating.,Login Trouble,low
Faced an issue: My two-factor authentication code never arrives. Kindly look into it soon.,Login Trouble,medium
It says my account doesn't exist when I try to log in. Kindly look into it soon.,Login Trouble,medium
I had to wait for 40 minutes to talk to someone. Kindly look into it soon.,Service Issue,low
No one seems to take ownership of my complaint. I need immediate assistance. It's very urgent.,Customer Support,medium
The item is stuck in transit and no one is helping.,Delivery Delay,low
